reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,lang
9d68b667-a488-4168-8b1d-706a8561cd70,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus dan sangat mengesankan,5,0,,2026-03-25 11:06:37,,,,id
da5af6a6-4520-493c-9845-fd0f45cdf27d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ni apk bgs cuma klo mau expor hrs iklan overall bgs cm perbaiki y,3,0,17.1.0,2026-03-25 10:59:59,,,17.1.0,id
755d9874-3b82-4877-b5f2-17168d5d20e7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus aja sih,5,0,,2026-03-25 10:59:54,,,,id
6ddd277f-ba78-4ae9-96b7-e31abfd58b98,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aplikasi ini sangat kikir,5,0,17.2.0,2026-03-25 10:59:24,,,17.2.0,id
3e226e8a-c297-483e-a7ed-31256059bf31,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ok,5,0,,2026-03-25 10:58:32,,,,id
35599bcb-4ec5-499e-aecf-a564be26ed50,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"dulu pakai cc seru banget, tapi sekarang kebanyakan pro",2,0,,2026-03-25 10:58:09,,,,id
82138513-0948-4b83-a364-49c288341dd8,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,b aja,1,0,,2026-03-25 10:57:24,,,,id
b457cd84-ec9a-49c0-966a-8a1fb09ce0d6,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,kikir dasar,1,0,,2026-03-25 10:56:19,,,,id
eda84263-4ea4-4b43-8bdf-df8d71a7e2ae,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,versi terbaru lemotnya gak ngotak. 👎👎👎,1,0,17.2.0,2026-03-25 10:53:58,,,17.2.0,id
ce23d386-34df-476d-8c5b-0ddc6c3207a0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,baguss untuk ngedit,5,0,17.0.0,2026-03-25 10:39:32,,,17.0.0,id
ea19bbdc-76ab-4389-8ff1-1c2862590119,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus tapi banyak yang harus bayar.,2,0,,2026-03-25 10:37:46,,,,id
a1b8d146-aa71-443f-be56-5f7e905694a1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,cucaah dehh pokoknya bess bangat lah gua sering hapus berapa hari butu dia😅😙 besla kta gua buruan donwload 😁sini gua kasih bintang⭐⭐⭐⭐⭐,5,0,,2026-03-25 10:36:43,,,,id
3ac67bb4-1602-4b87-952b-a14684d9132d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat mudah untuk di jj in,5,0,,2026-03-25 10:35:39,,,,id
9b3fa7c0-aa84-4624-86d7-e0207618db34,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Capcut the best,aku Rating 5/5",5,0,,2026-03-25 10:32:03,,,,id
5c0b4273-3fba-432f-96cd-bfcb120eb4c3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,capcutnya sangat bagus saya suka,3,0,,2026-03-25 10:31:56,,,,id
72623f27-fc25-49cf-b829-f4201d05ceea,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus untuk ngedit,5,0,,2026-03-25 10:30:55,,,,id
9519eb5b-8d66-457f-89ca-5220c209d58a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,👍👍👍,5,0,,2026-03-25 10:26:54,,,,id
02212195-b3f2-4125-b502-d58a8650b638,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus aj gitu,4,0,17.2.0,2026-03-25 10:15:44,,,17.2.0,id
e75a2190-0729-4c73-82d6-8afe50172753,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus sekali buat kata kata,5,0,17.2.0,2026-03-25 10:14:55,,,17.2.0,id
d9312475-33cd-4a44-96d0-393223c38c27,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,lumayant tpi klo ngedit harus bayar si,5,0,15.0.0,2026-03-25 10:12:11,,,15.0.0,id
36ec31b2-4d71-41fd-bce9-d524ea8364aa,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,keren,5,0,17.2.0,2026-03-25 10:08:49,,,17.2.0,id
7ba97bb1-2bce-4a38-8d20-dec19bbe9054,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,👍👍👍,4,0,,2026-03-25 10:03:57,,,,id
66ba0f5d-e885-49b7-b0fb-4d0df4575cd7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ngapa dah jadi lama bener mau pasang template doang anjir!,1,0,,2026-03-25 09:53:10,,,,id
4eccf9aa-d8da-48b8-8e36-ae10667df8d7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,JJ kaku🤮,1,0,,2026-03-25 09:49:23,,,,id
ddea6e75-3a25-470d-a8bf-9bfd6ad8d9a0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Aplikasi nya baguss cumaa tolong iklan nya kurangi,5,0,,2026-03-25 09:49:09,,,,id
7ed9ecf4-346c-45d7-9ae7-7aaa715fad65,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat bagus,5,0,17.1.0,2026-03-25 09:41:10,,,17.1.0,id
19c083ab-585f-4e8c-8c39-260e266ef684,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,satria,5,0,,2026-03-25 09:38:14,,,,id
a81f5466-db30-4f2f-a844-3b4a6c1370b8,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bayar,1,0,,2026-03-25 09:30:43,,,,id
858ac3a3-9457-4e2f-8b37-eabd6bbcb86a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"tolong lah munculkan kolase di aplikasi capcut saya,saya sudah upgrade capcut ke versi terbaru tetapi kolase belum muncul mohon untuk muncukan fitur kolase di aplikasi capcut saya terimakasih 🙏",4,0,15.6.0,2026-03-25 09:20:32,,,15.6.0,id
2f72dfcf-8295-453e-9aa2-49b442265866,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,masa ada mode pembayaran nya ...kan jadi susa di gunakan .. tolong lah di perbarui lagi biar bisa di gunakan,2,0,,2026-03-25 09:14:42,,,,id
a03cbf9c-a155-4a96-8c04-88526651fc4b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ga bisa di download males,1,0,,2026-03-25 09:13:22,,,,id
bb44a765-d0e9-4758-8b80-a1f0283be62c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus banget,5,0,,2026-03-25 08:56:17,,,,id
43aea2b6-61bc-4c92-b5a9-f91f329e7bd1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,tapi terkandang kenapa ya ngak bisa mengeikspor elemen ini tapi apk nya bagus,5,0,17.2.0,2026-03-25 08:49:06,,,17.2.0,id
50be5990-1cae-4e6a-9eb2-0ee5b0a5065e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,kok keluar terus sih,1,0,,2026-03-25 08:47:56,,,,id
c61e33b4-d654-42ed-8062-01ed27ed9061,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,alus madep dalemnya muwah love you buat capcut,5,0,17.1.0,2026-03-25 08:44:59,,,17.1.0,id
2a3427be-edcd-4cc7-9df6-db7858537382,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus aku suka karena.bisa ngeditin pidio dan poto aku kasi nilai 100,5,0,,2026-03-25 08:41:07,,,,id
67d7a3bf-a2d3-48b9-b7a9-588ac95a8a40,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mantap,5,0,17.2.0,2026-03-25 08:41:02,,,17.2.0,id
081de0cc-5cf8-4b42-a867-b5e43157fdf0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,apk gj selalu lag,5,0,,2026-03-25 08:37:15,,,,id
19bfc8c3-e730-4ecd-b25c-3a33e7e8e6ab,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,keren,5,0,,2026-03-25 08:27:42,,,,id
798b191e-d5f4-4cb4-b174-b80e87dae102,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,pusingg bangett sama capcut nyaa,4,0,17.0.0,2026-03-25 08:23:23,,,17.0.0,id
4cfc5b70-736b-41cd-8634-39feda576ba5,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,kalau ekstrak audio nya malah kepotong. padahal durasi video 30 detik. tapi audio yg diekstak cuma sampe 10 menit udah ga ada suaranya. tolong diperbaiki developer,2,0,,2026-03-25 08:21:22,,,,id
7987e862-2b56-4ffa-8056-04725bebf300,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat cepat,5,0,17.1.0,2026-03-25 08:17:06,,,17.1.0,id
18167b3c-803d-4fc7-9563-f16b14636317,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aplikasi sangat bagus tapi kurangnya gara gara ada pro,5,0,13.6.0,2026-03-25 08:16:16,,,13.6.0,id
f981620a-4988-451b-a4b3-a98cc2c17268,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,efek Al nya sangat memuaskan,5,0,15.0.0,2026-03-25 08:13:33,,,15.0.0,id
5b6b0b84-b79d-4079-933c-9a71cc78ffd6,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,gua mau download ini ga bisa tolol bang gua kasih bintang satu,1,0,,2026-03-25 08:13:26,,,,id
25b0aba9-e10f-4626-9cb1-04c898db33b8,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"ada yang berbayar dan kalo ngekspor tunggu iklan , bikin lama juga ngekspor nya,juga bikin penyimpanan penuh",3,0,,2026-03-25 08:08:57,,,,id
0e1fe20e-7ec7-4761-a67e-dbca036aab0d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"sukaa bngt,soalny ga ribet.",4,0,,2026-03-25 08:07:06,,,,id
39887b95-710a-44c9-9c9f-c892bbb42774,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Masak kadang harus bayar si ga suka,3,0,,2026-03-25 07:58:56,,,,id
bb989c0b-4418-4f25-9713-98ddb0d00db0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,masih belajar untuk mempergunakannya,5,0,,2026-03-25 07:56:50,,,,id
5f756c5c-7971-42b2-9387-d708e8fbfbba,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,tolong kecil kan MB nya pas mau download nya plisss dari 186 MB menjadi 132 MB plisss mohon pengertiannya 🙏🏻 ram ku kecil,5,0,,2026-03-25 07:49:39,,,,id
6919d0cd-9643-4c0e-935d-98b7f4f6768e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"PLISSS ini gk tau, kalo udah di bales baru aku tambahin ulasan nya okey",5,0,,2026-03-25 07:49:14,,,,id
1d52eae7-805a-4cf0-99fd-31587362501c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus banget aku suka maupun ada sedikit iklan nya tapi bagibku ga masalah terimakasih ya💗💗,5,0,,2026-03-25 07:47:27,,,,id
6495d37f-316e-49f8-a7cb-dd800f0d76bb,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Kepada developer tercinta, mengapa engkau sangat pelit? tidak bisakah engkau untuk tidak membuat hampir semua fitur capcut premium? tuempek",3,1,17.1.0,2026-03-25 07:46:55,,,17.1.0,id
e07472bf-9bdd-4b73-9ce2-f084a74102b6,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Bagus banget aplokasi nya,5,0,17.2.0,2026-03-25 07:09:50,,,17.2.0,id
0af26831-7fbe-418d-b20c-f1db768cba64,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Capcut yang bagus,gampang di gunakan,gratis lagi,makasih apk capcut",5,0,,2026-03-25 07:09:35,,,,id
