reviewId,content,score,at,lang,sentiment,clean_text,tokenized_content,tokens_cleaned
9519eb5b-8d66-457f-89ca-5220c209d58a,👍👍👍,5,2026-03-25 10:26:54,id,positif,,[],[]
02212195-b3f2-4125-b502-d58a8650b638,bagus aj gitu,4,2026-03-25 10:15:44,id,positif,bagus saja gitu,"['bagus', 'saja', 'gitu']",['gitu']
e75a2190-0729-4c73-82d6-8afe50172753,bagus sekali buat kata kata,5,2026-03-25 10:14:55,id,positif,bagus sekali buat kata kata,"['bagus', 'sekali', 'buat', 'kata', 'kata']","['kata', 'kata']"
d9312475-33cd-4a44-96d0-393223c38c27,lumayant tpi klo ngedit harus bayar si,5,2026-03-25 10:12:11,id,positif,lumayant tapi kalau ngedit harus bayar si,"['lumayant', 'tapi', 'kalau', 'ngedit', 'harus', 'bayar', 'si']","['lumayant', 'tapi', 'kalau', 'ngedit', 'bayar']"
36ec31b2-4d71-41fd-bce9-d524ea8364aa,keren,5,2026-03-25 10:08:49,id,positif,keren,['keren'],[]
7ba97bb1-2bce-4a38-8d20-dec19bbe9054,👍👍👍,4,2026-03-25 10:03:57,id,positif,,[],[]
66ba0f5d-e885-49b7-b0fb-4d0df4575cd7,ngapa dah jadi lama bener mau pasang template doang anjir!,1,2026-03-25 09:53:10,id,negatif,ngapa sudah jadi lama bener mau pasang template doang anjir,"['ngapa', 'sudah', 'jadi', 'lama', 'bener', 'mau', 'pasang', 'template', 'doang', 'anjir']","['ngapa', 'lama', 'bener', 'pasang', 'template', 'doang', 'anjir']"
4eccf9aa-d8da-48b8-8e36-ae10667df8d7,JJ kaku🤮,1,2026-03-25 09:49:23,id,negatif,jj kaku,"['jj', 'kaku']",['kaku']
ddea6e75-3a25-470d-a8bf-9bfd6ad8d9a0,Aplikasi nya baguss cumaa tolong iklan nya kurangi,5,2026-03-25 09:49:09,id,positif,aplikasi nya baguss cumaa tolong iklan nya kurangi,"['aplikasi', 'nya', 'baguss', 'cumaa', 'tolong', 'iklan', 'nya', 'kurangi']","['aplikasi', 'baguss', 'cumaa', 'iklan', 'kurangi']"
7ed9ecf4-346c-45d7-9ae7-7aaa715fad65,sangat bagus,5,2026-03-25 09:41:10,id,positif,sangat bagus,"['sangat', 'bagus']",['sangat']
19c083ab-585f-4e8c-8c39-260e266ef684,satria,5,2026-03-25 09:38:14,id,positif,satria,['satria'],['satria']
a81f5466-db30-4f2f-a844-3b4a6c1370b8,bayar,1,2026-03-25 09:30:43,id,negatif,bayar,['bayar'],['bayar']
858ac3a3-9457-4e2f-8b37-eabd6bbcb86a,"tolong lah munculkan kolase di aplikasi capcut saya,saya sudah upgrade capcut ke versi terbaru tetapi kolase belum muncul mohon untuk muncukan fitur kolase di aplikasi capcut saya terimakasih 🙏",4,2026-03-25 09:20:32,id,positif,tolong lah munculkan kolase di aplikasi capcut sayasaya sudah upgrade capcut ke versi terbaru tetapi kolase belum muncul mohon untuk muncukan fitur kolase di aplikasi capcut saya terimakasih,"['tolong', 'lah', 'munculkan', 'kolase', 'di', 'aplikasi', 'capcut', 'sayasaya', 'sudah', 'upgrade', 'capcut', 'ke', 'versi', 'terbaru', 'tetapi', 'kolase', 'belum', 'muncul', 'mohon', 'untuk', 'muncukan', 'fitur', 'kolase', 'di', 'aplikasi', 'capcut', 'saya', 'terimakasih']","['munculkan', 'kolase', 'aplikasi', 'sayasaya', 'upgrade', 'terbaru', 'kolase', 'muncul', 'mohon', 'muncukan', 'kolase', 'aplikasi', 'terimakasih']"
2f72dfcf-8295-453e-9aa2-49b442265866,masa ada mode pembayaran nya ...kan jadi susa di gunakan .. tolong lah di perbarui lagi biar bisa di gunakan,2,2026-03-25 09:14:42,id,negatif,masa ada mode pembayaran nya kan jadi susa di gunakan tolong lah di perbarui lagi biar bisa di gunakan,"['masa', 'ada', 'mode', 'pembayaran', 'nya', 'kan', 'jadi', 'susa', 'di', 'gunakan', 'tolong', 'lah', 'di', 'perbarui', 'lagi', 'biar', 'bisa', 'di', 'gunakan']","['masa', 'mode', 'pembayaran', 'susa', 'perbarui', 'biar']"
a03cbf9c-a155-4a96-8c04-88526651fc4b,ga bisa di download males,1,2026-03-25 09:13:22,id,negatif,tidak bisa di download males,"['tidak', 'bisa', 'di', 'download', 'males']",['males']
bb44a765-d0e9-4758-8b80-a1f0283be62c,bagus banget,5,2026-03-25 08:56:17,id,positif,bagus banget,"['bagus', 'banget']",[]
43aea2b6-61bc-4c92-b5a9-f91f329e7bd1,tapi terkandang kenapa ya ngak bisa mengeikspor elemen ini tapi apk nya bagus,5,2026-03-25 08:49:06,id,positif,tapi terkandang kenapa ya ngak bisa mengeikspor elemen ini tapi aplikasi nya bagus,"['tapi', 'terkandang', 'kenapa', 'ya', 'ngak', 'bisa', 'mengeikspor', 'elemen', 'ini', 'tapi', 'aplikasi', 'nya', 'bagus']","['tapi', 'terkandang', 'ngak', 'mengeikspor', 'elemen', 'tapi', 'aplikasi']"
50be5990-1cae-4e6a-9eb2-0ee5b0a5065e,kok keluar terus sih,1,2026-03-25 08:47:56,id,negatif,kok keluar terus sih,"['kok', 'keluar', 'terus', 'sih']",['keluar']
c61e33b4-d654-42ed-8062-01ed27ed9061,alus madep dalemnya muwah love you buat capcut,5,2026-03-25 08:44:59,id,positif,alus madep dalemnya muwah love you buat capcut,"['alus', 'madep', 'dalemnya', 'muwah', 'love', 'you', 'buat', 'capcut']","['alus', 'madep', 'dalemnya', 'muwah', 'love', 'you']"
2a3427be-edcd-4cc7-9df6-db7858537382,bagus aku suka karena.bisa ngeditin pidio dan poto aku kasi nilai 100,5,2026-03-25 08:41:07,id,positif,bagus saya suka karenabisa ngeditin pidio dan poto saya kasi nilai 100,"['bagus', 'saya', 'suka', 'karenabisa', 'ngeditin', 'pidio', 'dan', 'poto', 'saya', 'kasi', 'nilai', '100']","['suka', 'karenabisa', 'ngeditin', 'pidio', 'poto', 'kasi', 'nilai', '100']"
67d7a3bf-a2d3-48b9-b7a9-588ac95a8a40,mantap,5,2026-03-25 08:41:02,id,positif,mantap,['mantap'],[]
081de0cc-5cf8-4b42-a867-b5e43157fdf0,apk gj selalu lag,5,2026-03-25 08:37:15,id,positif,aplikasi gj selalu lag,"['aplikasi', 'gj', 'selalu', 'lag']","['aplikasi', 'selalu', 'lag']"
19bfc8c3-e730-4ecd-b25c-3a33e7e8e6ab,keren,5,2026-03-25 08:27:42,id,positif,keren,['keren'],[]
798b191e-d5f4-4cb4-b174-b80e87dae102,pusingg bangett sama capcut nyaa,4,2026-03-25 08:23:23,id,positif,pusingg bangett sama capcut nyaa,"['pusingg', 'bangett', 'sama', 'capcut', 'nyaa']","['pusingg', 'bangett', 'sama', 'nyaa']"
4cfc5b70-736b-41cd-8634-39feda576ba5,kalau ekstrak audio nya malah kepotong. padahal durasi video 30 detik. tapi audio yg diekstak cuma sampe 10 menit udah ga ada suaranya. tolong diperbaiki developer,2,2026-03-25 08:21:22,id,negatif,kalau ekstrak audio nya malah kepotong padahal durasi video 30 detik tapi audio yang diekstak cuma sampai 10 menit sudah tidak ada suaranya tolong diperbaiki developer,"['kalau', 'ekstrak', 'audio', 'nya', 'malah', 'kepotong', 'padahal', 'durasi', 'video', '30', 'detik', 'tapi', 'audio', 'yang', 'diekstak', 'cuma', 'sampai', '10', 'menit', 'sudah', 'tidak', 'ada', 'suaranya', 'tolong', 'diperbaiki', 'developer']","['kalau', 'ekstrak', 'audio', 'kepotong', 'padahal', 'durasi', 'video', 'detik', 'tapi', 'audio', 'diekstak', 'menit', 'suaranya', 'diperbaiki']"
7987e862-2b56-4ffa-8056-04725bebf300,sangat cepat,5,2026-03-25 08:17:06,id,positif,sangat cepat,"['sangat', 'cepat']","['sangat', 'cepat']"
18167b3c-803d-4fc7-9563-f16b14636317,aplikasi sangat bagus tapi kurangnya gara gara ada pro,5,2026-03-25 08:16:16,id,positif,aplikasi sangat bagus tapi kurangnya gara gara ada pro,"['aplikasi', 'sangat', 'bagus', 'tapi', 'kurangnya', 'gara', 'gara', 'ada', 'pro']","['aplikasi', 'sangat', 'tapi', 'kurangnya', 'gara', 'gara', 'pro']"
f981620a-4988-451b-a4b3-a98cc2c17268,efek Al nya sangat memuaskan,5,2026-03-25 08:13:33,id,positif,efek al nya sangat memuaskan,"['efek', 'al', 'nya', 'sangat', 'memuaskan']","['efek', 'sangat', 'memuaskan']"
5b6b0b84-b79d-4079-933c-9a71cc78ffd6,gua mau download ini ga bisa tolol bang gua kasih bintang satu,1,2026-03-25 08:13:26,id,negatif,gua mau download ini tidak bisa tolol bang gua kasih bintang satu,"['gua', 'mau', 'download', 'ini', 'tidak', 'bisa', 'tolol', 'bang', 'gua', 'kasih', 'bintang', 'satu']","['gua', 'tolol', 'bang', 'gua', 'kasih', 'bintang', 'satu']"
25b0aba9-e10f-4626-9cb1-04c898db33b8,"ada yang berbayar dan kalo ngekspor tunggu iklan , bikin lama juga ngekspor nya,juga bikin penyimpanan penuh",3,2026-03-25 08:08:57,id,netral,ada yang berbayar dan kalau ngekspor tunggu iklan bikin lama juga ngekspor nyajuga bikin penyimpanan penuh,"['ada', 'yang', 'berbayar', 'dan', 'kalau', 'ngekspor', 'tunggu', 'iklan', 'bikin', 'lama', 'juga', 'ngekspor', 'nyajuga', 'bikin', 'penyimpanan', 'penuh']","['berbayar', 'kalau', 'ngekspor', 'tunggu', 'iklan', 'lama', 'ngekspor', 'nyajuga', 'penyimpanan', 'penuh']"
0e1fe20e-7ec7-4761-a67e-dbca036aab0d,"sukaa bngt,soalny ga ribet.",4,2026-03-25 08:07:06,id,positif,sukaa bngtsoalny tidak ribet,"['sukaa', 'bngtsoalny', 'tidak', 'ribet']","['sukaa', 'bngtsoalny', 'ribet']"
39887b95-710a-44c9-9c9f-c892bbb42774,Masak kadang harus bayar si ga suka,3,2026-03-25 07:58:56,id,netral,masak kadang harus bayar si tidak suka,"['masak', 'kadang', 'harus', 'bayar', 'si', 'tidak', 'suka']","['masak', 'kadang', 'bayar', 'suka']"
bb989c0b-4418-4f25-9713-98ddb0d00db0,masih belajar untuk mempergunakannya,5,2026-03-25 07:56:50,id,positif,masih belajar untuk mempergunakannya,"['masih', 'belajar', 'untuk', 'mempergunakannya']","['belajar', 'mempergunakannya']"
5f756c5c-7971-42b2-9387-d708e8fbfbba,tolong kecil kan MB nya pas mau download nya plisss dari 186 MB menjadi 132 MB plisss mohon pengertiannya 🙏🏻 ram ku kecil,5,2026-03-25 07:49:39,id,positif,tolong kecil kan mb nya pas mau download nya plisss dari 186 mb menjadi 132 mb plisss mohon pengertiannya ram ku kecil,"['tolong', 'kecil', 'kan', 'mb', 'nya', 'pas', 'mau', 'download', 'nya', 'plisss', 'dari', '186', 'mb', 'menjadi', '132', 'mb', 'plisss', 'mohon', 'pengertiannya', 'ram', 'ku', 'kecil']","['kecil', 'pas', 'plisss', '186', 'menjadi', '132', 'plisss', 'mohon', 'pengertiannya', 'ram', 'kecil']"
6919d0cd-9643-4c0e-935d-98b7f4f6768e,"PLISSS ini gk tau, kalo udah di bales baru aku tambahin ulasan nya okey",5,2026-03-25 07:49:14,id,positif,plisss ini tidak tau kalau sudah di bales baru saya tambahin ulasan nya okey,"['plisss', 'ini', 'tidak', 'tau', 'kalau', 'sudah', 'di', 'bales', 'baru', 'saya', 'tambahin', 'ulasan', 'nya', 'okey']","['plisss', 'tau', 'kalau', 'bales', 'baru', 'tambahin', 'ulasan']"
1d52eae7-805a-4cf0-99fd-31587362501c,bagus banget aku suka maupun ada sedikit iklan nya tapi bagibku ga masalah terimakasih ya💗💗,5,2026-03-25 07:47:27,id,positif,bagus banget saya suka maupun ada sedikit iklan nya tapi bagibku tidak masalah terimakasih ya,"['bagus', 'banget', 'saya', 'suka', 'maupun', 'ada', 'sedikit', 'iklan', 'nya', 'tapi', 'bagibku', 'tidak', 'masalah', 'terimakasih', 'ya']","['suka', 'maupun', 'sedikit', 'iklan', 'tapi', 'bagibku', 'masalah', 'terimakasih']"
6495d37f-316e-49f8-a7cb-dd800f0d76bb,"Kepada developer tercinta, mengapa engkau sangat pelit? tidak bisakah engkau untuk tidak membuat hampir semua fitur capcut premium? tuempek",3,2026-03-25 07:46:55,id,netral,kepada developer tercinta mengapa engkau sangat pelit tidak bisakah engkau untuk tidak membuat hampir semua fitur capcut premium tuempek,"['kepada', 'developer', 'tercinta', 'mengapa', 'engkau', 'sangat', 'pelit', 'tidak', 'bisakah', 'engkau', 'untuk', 'tidak', 'membuat', 'hampir', 'semua', 'fitur', 'capcut', 'premium', 'tuempek']","['tercinta', 'engkau', 'sangat', 'pelit', 'bisakah', 'engkau', 'membuat', 'hampir', 'semua', 'premium', 'tuempek']"
e07472bf-9bdd-4b73-9ce2-f084a74102b6,Bagus banget aplokasi nya,5,2026-03-25 07:09:50,id,positif,bagus banget aplokasi nya,"['bagus', 'banget', 'aplokasi', 'nya']",['aplokasi']
0af26831-7fbe-418d-b20c-f1db768cba64,"Capcut yang bagus,gampang di gunakan,gratis lagi,makasih apk capcut",5,2026-03-25 07:09:35,id,positif,capcut yang bagusgampang di gunakangratis lagimakasih aplikasi capcut,"['capcut', 'yang', 'bagusgampang', 'di', 'gunakangratis', 'lagimakasih', 'aplikasi', 'capcut']","['bagusgampang', 'gunakangratis', 'lagimakasih', 'aplikasi']"
467bbe67-c9fe-4049-ad84-e03e1ba73246,jangan download apk ini apk CAPCUP ternyata tidak geratis. dan tiba tiba apk CAPCUP mengkuras uang saya yang ada di dana. katanya ada tagihan nggak jelas. ini gimana CAPCUT CAPCUT CAPCUT. jangan dah coba apk CAPCUT ini jelek yang katanya geratis eh tau nya nguras uang yang ada di dana tanpa di ketahui saya CAPCUPP ELEKKKKKKK JINGAN I PEKOK ELEKKK CAPCUT ELEKKK CAPCUT ELEKKKK JAN JAN CAPCUT ELEKKK RA MENDUKUNG WES OJO DI DOWNLOAD HPS DARI INDO 👎🏿👇🏿👎🏿👎🏿👎🏿,1,2026-03-25 07:04:58,id,negatif,jangan download aplikasi ini aplikasi capcup ternyata tidak geratis dan tiba tiba aplikasi capcup mengkuras uang saya yang ada di dana katanya ada tagihan tidak jelas ini bagaimana capcut capcut capcut jangan sudah coba aplikasi capcut ini jelek yang katanya geratis eh tau nya nguras uang yang ada di dana tanpa di ketahui saya capcupp elekkkkkkk jingan i pekok elekkk capcut elekkk capcut elekkkk jan jan capcut elekkk ra mendukung wes ojo di download hps dari indo,"['jangan', 'download', 'aplikasi', 'ini', 'aplikasi', 'capcup', 'ternyata', 'tidak', 'geratis', 'dan', 'tiba', 'tiba', 'aplikasi', 'capcup', 'mengkuras', 'uang', 'saya', 'yang', 'ada', 'di', 'dana', 'katanya', 'ada', 'tagihan', 'tidak', 'jelas', 'ini', 'bagaimana', 'capcut', 'capcut', 'capcut', 'jangan', 'sudah', 'coba', 'aplikasi', 'capcut', 'ini', 'jelek', 'yang', 'katanya', 'geratis', 'eh', 'tau', 'nya', 'nguras', 'uang', 'yang', 'ada', 'di', 'dana', 'tanpa', 'di', 'ketahui', 'saya', 'capcupp', 'elekkkkkkk', 'jingan', 'i', 'pekok', 'elekkk', 'capcut', 'elekkk', 'capcut', 'elekkkk', 'jan', 'jan', 'capcut', 'elekkk', 'ra', 'mendukung', 'wes', 'ojo', 'di', 'download', 'hps', 'dari', 'indo']","['jangan', 'aplikasi', 'aplikasi', 'capcup', 'ternyata', 'geratis', 'tiba', 'tiba', 'aplikasi', 'capcup', 'mengkuras', 'uang', 'dana', 'katanya', 'tagihan', 'jelas', 'bagaimana', 'jangan', 'aplikasi', 'katanya', 'geratis', 'tau', 'nguras', 'uang', 'dana', 'ketahui', 'capcupp', 'elekkkkkkk', 'jingan', 'pekok', 'elekkk', 'elekkk', 'elekkkk', 'jan', 'jan', 'elekkk', 'mendukung', 'wes', 'ojo', 'hps', 'indo']"
