reviewId;userName;userImage;content;score;thumbsUpCount;reviewCreatedVersion;at;replyContent;repliedAt;appVersion;lang;cat;
4bb5900e-6323-4853-8c78-c64f72d5a27b;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;tolong di aplikasi capcut yang dj orang Flores yang nggak jelas nggak usah di masukkan di aplikasi capcut dikarenakan saya nggak bisa tidur tolong di hapuskan aja lagi dj orang Flores yang nggak jelas ya terima kasih;1;0;15.2.0;10/03/2026 06:25;;;15.2.0;id;neg;
742dd326-0ce6-4f16-ac00-047069361ffa;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;aku tdi bisa download aplikasi ini huhh aplikasi juga jelek;1;0;;10/03/2026 06:21;;;;id;neg;
e65eaef1-185a-401e-8180-6d6c86967894;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;aplikasi ini sangat bagus bermanfaat dan mudah digunakan jadi mohon hilangkan iklan yg ada di awal;5;0;;10/03/2026 06:15;;;;id;pos;
ce71fcb4-00b2-4c3f-832e-27e209d0d224;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;terbaik;5;0;;10/03/2026 06:12;;;;id;pos;
3e2db74a-07b0-4838-8224-3072611f89ea;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;"untuk berlangganan saya awalnya hanya uji coba gratis, pada aplikasi lain umumnya ketika masa uji coba gratis habis muncul notifikasi atau tawaran kembali dengan pertanyaan ""lanjutkan langganan?"", tapi tidak dengan capcut tiba2 saldo saya terkuras tanpa saya tau, sebenarnya bukan sepenuhnya kesalahan dari pihak capcut, tetapi saya merasa dirugikan karena selalu naik/bln dan terlalu mahal sedangkan saya tidak menggunakan capcut bulan ini. mohon dipertimbangkan kembali fitur ini trimakasih!";1;0;17.0.0;10/03/2026 05:56;;;17.0.0;id;neg;
68162f11-bc0d-4e7e-89f0-249a4953cf16;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;bagus.;5;0;;10/03/2026 05:55;;;;id;pos;
fc0deadb-81cc-475c-95f4-6a86a5f52cc0;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;jadilah seperti glolawal rela hancur demi kita jangan seperti zona yang mendekati hanya untuk menyakiti;5;0;;10/03/2026 05:52;;;;id;pos;
da6cdb5a-8ed2-4479-a8f3-2715171e56e9;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;wey ko tbtb jadi langsung langganan trial 7 hari? gimana ini cara batalin nya atau berhentiin nya , mohon bantuannya;1;0;;10/03/2026 05:51;;;;id;neg;
581e540c-58d1-42fc-b1c3-02a0f41ddb22;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;plis cepet bukain fitur daftar jadi kreator capcut 😔,udah lebih dari 1 Minggu belum ke buka,semoga di bales🙏🏻;5;0;16.9.0;10/03/2026 05:45;;;16.9.0;id;pos;
9de82a32-1ead-4eab-9e93-9a93354f9d88;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;kurang banyak pengikut;5;0;;10/03/2026 05:20;;;;id;pos;
f601c83a-160a-4ded-9db2-63cbc448cb2e;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;ABG CEO;5;0;16.8.1;10/03/2026 05:18;;;16.8.1;id;neg;
910e657d-35f9-4cec-b894-9d6f5291a4f9;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;lagi ngedit biasa tp tb2 teks nya kehapus semua yaampun harus ngulang lagi capek deh;1;4;16.9.0;10/03/2026 05:11;;;16.9.0;id;neg;
b3b88796-e2fa-4489-8fbd-37ff012cff10;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;ini capcut favorit aku main capcut i i enak po bisa mengeditt vidio dan foto;5;0;;10/03/2026 05:06;;;;id;pos;
ac8650b5-0744-4ba5-a644-257b50c64a44;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;kenapa aplikasi ny berat bngt aku buka nya beberapa hari ini, apakah ada pembaharuan;3;0;16.9.0;10/03/2026 04:49;;;16.9.0;id;neg;
2d95a879-1b75-4673-a162-a1fab237714c;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;Bagus tapi kok kadang aplikasi nya gak bisa kebuka sendiri kayak kita masuk terus nunggu beberapa detik baru keluar sendiri;5;0;14.7.0;10/03/2026 04:48;;;14.7.0;id;neg;
e491c861-c4b6-4aa6-90af-eaef27870438;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;Karena. mengedit nya bisa buat sound pixellab;5;0;;10/03/2026 04:40;;;;id;pos;
b4b2d3a6-ed9d-456b-9616-6bce5eadf930;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;tolong di hilangkan iklan saat masuk ke aplikasi ini ya min saya sedikit terganggu saat mau masuk ke aplikasi 🙏🏻🙏🏻;3;0;;10/03/2026 04:28;;;;id;neg;
bc43211b-3032-4a21-9d20-3d58c840deb4;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;bagus sih cuma ada sedikit kurang sreg saat kita generete ai gagal coin pun ikut hilang termakan huuffff;1;0;;10/03/2026 04:27;;;;id;neg;
4ba19975-99f5-4e48-b714-528f11479107;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;aplikasi nya keren banget;5;0;14.3.0;10/03/2026 04:25;;;14.3.0;id;pos;
eb52c1a0-7b62-4a4b-b832-fd0fc3fd2034;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;app nyaaa baguss dannnnn bisaa ngedit jj ff dan lain² 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣;5;0;;10/03/2026 04:23;;;;id;pos;
70b54f15-7407-4570-9bd7-677465068faf;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;aplikasi ini sangat bagus;5;0;16.9.0;10/03/2026 04:21;;;16.9.0;id;pos;
dfd18e66-803a-48a2-b267-ad5854adf776;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;saya kasih bintang lima deh bagus aplikasi nya;5;0;;10/03/2026 04:19;;;;id;pos;
e8f21619-8f5e-4d96-926f-a13116b71c34;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;apk kikir dikit dikit bayar kacunk kacunk;1;0;16.9.0;10/03/2026 04:11;;;16.9.0;id;neg;
4ef05d44-73aa-4586-8140-3d8d133fd06d;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;mantap tapi, saya enggak bisa jadi kreator, aku kasih bintang 4;5;0;16.9.0;10/03/2026 03:50;;;16.9.0;id;pos;
145082b9-0586-4d3b-b468-1aaf771b50b8;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;Puas;5;0;17.0.0;10/03/2026 03:44;;;17.0.0;id;pos;
085611d3-e6c9-4d71-8da5-a1c9f1698bfe;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;aplikasi paling tolol sedunia;1;0;15.8.0;10/03/2026 03:08;;;15.8.0;id;neg;
f152eae8-5904-4bd1-b7e4-b7ba7522167b;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;kebanyakan iklannya kocak;1;0;16.9.0;10/03/2026 02:28;;;16.9.0;id;neg;
08656288-2354-4fe6-85e3-8e6725a4a1fa;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;hadehh apa apa harus pro, kikir amat anjg;1;0;;10/03/2026 02:23;;;;id;neg;
636750f2-727f-4d5d-a159-f38b3311b3d1;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;balikin uang saya,saya tidak pernah langganan, tapi saldo tepotong!!!!!!!;1;0;17.0.0;10/03/2026 02:01;;;17.0.0;id;neg;
74d97252-8233-4daa-ae03-ec8d0433cf72;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;capcut anj gua capek² ngedit malah hd padahal nggak ada yang pencet hd;2;0;16.9.0;10/03/2026 01:56;;;16.9.0;id;neg;
c9042ad8-1378-409e-9dba-4119b376ce02;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;Hilangkan Iklan ya Sama Tulisan capcut nya. kalau saya ngedit Foto Atau Video Masih ada tulisan capcut di samping video atau foto yang saya edit;1;0;;10/03/2026 01:08;;;;id;neg;
86e1e192-be93-464f-b5be-3d62b435147b;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;gampang digunakannya;4;0;;10/03/2026 00:56;;;;id;pos;
9b9c200f-d6b2-415b-8e00-62fa7c7619e2;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;sering update trus jdi mles;1;0;17.0.0;10/03/2026 00:51;;;17.0.0;id;neg;
2875c5d2-6f7c-4be7-9f46-9064d9f05a3c;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;eh capcut anj kalo kmu cari duit yg lain aj GK usah dijadikan premium,dulu GK premium sekarang kenapa premium;1;0;16.8.1;10/03/2026 00:45;;;16.8.1;id;neg;
16aa1530-972b-4647-bac2-48839b688476;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;mantap JJ nya;5;0;;10/03/2026 00:44;;;;id;pos;
f4e70fd5-55c5-445e-b21c-5180d264c5ca;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;skrg bikin video berbayar;1;0;16.9.0;10/03/2026 00:40;;;16.9.0;id;neg;
a33efd83-cde0-4f3e-a5f5-01f4cb05007c;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;apk CapCut mengambil saldo saya secara paksa dan saya tidak pernah berlangganan untuk fitur premium dasar miskin apk babi;1;0;16.9.0;10/03/2026 00:36;;;16.9.0;id;neg;
fecbe2cd-f3e1-442d-8f65-5f46e702a1ed;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;awalnya bagus sekarang gk bisa nambahin musik saat edit video;3;0;16.9.0;10/03/2026 00:32;;;16.9.0;id;neg;
5defe637-96af-4c2b-abfd-afac06ca22be;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;kadang bagus kadang engga, selalu ngelag tiba tiba ga ada template nya bikin sebel aja;3;0;;10/03/2026 00:26;;;;id;neg;
e208f246-6d5d-424b-8d0a-6fc6e4d53fc6;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;makin kesini makin berbayar apa2;1;0;16.4.0;10/03/2026 00:15;;;16.4.0;id;neg;
cc4c04fd-78c7-4d73-87d3-89ed21008a96;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;sangat baikk;5;0;16.9.0;09/03/2026 23:55;;;16.9.0;id;pos;
959b5518-2063-4e01-a795-ea09a355543f;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;ga bisa di download susah banget najis dah;1;0;;09/03/2026 23:34;;;;id;neg;
8dc3159d-3729-4176-bda8-3fa683700826;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;y bgus;4;0;;09/03/2026 23:28;We fully understand your concerns about CapCut’s paid features. This adjustment was made after comprehensive evaluation to ensure stable, long-term high-quality services. We apologize for any impact on your experience.;16/10/2025 17:09;;id;pos;
c04fd94c-aa08-4c7b-9930-93ba0ecc1cdd;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;lemot;2;0;;09/03/2026 23:18;;;;id;neg;
d6e63857-ce84-4fcd-a99e-d98b58f1e2ac;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;aplikasi apala kbnyaan iklan , udhla pnjng2, byk pulk. _-;1;0;14.2.1;09/03/2026 23:13;;;14.2.1;id;neg;
0949cb87-53ea-4c12-bc2f-b9d9fba3c21c;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;"capcut sekarang gjls bgt mentang"" bnyk yg pake wk ngetik vdio gbisa ganti foto lain bacanya ""tidak dapat membuat anime"" gue ga ngedit anime! mana ngeleg ngeleg cuhh👎🏻👎🏻";1;0;16.9.0;09/03/2026 23:06;;;16.9.0;id;neg;
4891a5fe-3123-4a9a-a175-1d2eb205855a;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;sangat mudah untuk digunakan;5;0;16.9.0;09/03/2026 23:04;;;16.9.0;id;pos;
734986ac-a432-4085-af7e-13c943f4964d;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;pau;5;0;;09/03/2026 23:00;;;;id;;
5abef571-dd50-46c1-a2cc-7b349070385f;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;bagus👍;5;0;;09/03/2026 22:57;;;;id;pos;
a77668e3-f62a-4f01-994e-2b530b2cdb1d;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;puas;5;0;;09/03/2026 22:55;;;;id;pos;
6024cb30-ca2f-4478-9623-6b1c6abb1b6b;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;Mantap ❤️❤️🩷🩷👍👍👍👍;5;0;16.9.0;09/03/2026 22:52;;;16.9.0;id;pos;
74a8449c-cd90-4bb7-9632-3a91d493b29b;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;mau stop langganan uji coba gratis ngga bisa. gimana ini.?? tidak ada pilihan utk stopnya;3;0;16.9.0;09/03/2026 22:25;;;16.9.0;id;neg;
a4a209ef-b5b1-440c-b566-08846c315f5f;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;baguss bangett;5;0;16.2.0;09/03/2026 22:25;;;16.2.0;id;pos;
d1c7bd0d-6dee-4676-bf67-ad5e6a6493f2;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;Thanks buat transisi text SD normal atau manual... Masih ada masalah untuk rendering slow motion, gambar jdi kabur saat rendering...;3;1;16.9.0;09/03/2026 22:20;;;16.9.0;id;neg;
b839e6cc-9865-447d-8ab8-0f6961cb712e;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;bagus tingkatkan lagi yaaa👍👍👍;5;0;;09/03/2026 22:19;;;;id;pos;
7b37fc5d-7128-4bb9-8bbd-60b8054ea3ec;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;bagus;5;0;16.9.0;09/03/2026 22:00;;;16.9.0;id;pos;
39d9d6b4-616b-4c91-863b-f40b8cdd0d85;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;bagus;5;0;;09/03/2026 22:00;;;;id;pos;
c320efa4-5d87-4001-b669-0e61f0cf94a6;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;bgs ak sering edit di aplikasi ini;5;0;14.2.0;09/03/2026 22:00;;;14.2.0;id;pos;
b428f97b-7121-472a-8be9-a92eb046dad3;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;banyak iklan;1;0;;09/03/2026 21:53;;;;id;neg;
7c2bcd30-040f-4a1d-be50-01da2a9d5b24;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;banyak iklan nya + berbayarr;4;0;16.8.1;09/03/2026 21:53;;;16.8.1;id;neg;
b3547ae2-7a66-49cb-bafe-a848d4770671;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;bagus aja gitu soalnya gw YouTuber kecil jadi ini sangat membantu saya;5;0;;09/03/2026 21:51;;;;id;pos;
f8c2bd94-65a7-4eb6-b745-4b1376018e7a;Pengguna Google;https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g;karena jj nya bagus ada yang sad aku suka;5;0;16.2.0;09/03/2026 21:45;;;16.2.0;id;pos;
